Name,Close
GOOGL,277.38
GOOGL,274.42
GOOGL,270.42
GOOGL,275.8
GOOGL,268.33
GOOGL,267.26
GOOGL,268.91
GOOGL,270.44
GOOGL,274.6
GOOGL,275.83
GOOGL,281.54
GOOGL,283.66
GOOGL,285.57
GOOGL,284.21
GOOGL,286.31
GOOGL,288.43
GOOGL,289.03
GOOGL,288.61
GOOGL,286.78
GOOGL,285.27
GOOGL,291.47
GOOGL,291.84
GOOGL,293.16
GOOGL,290.17
GOOGL,291.79
GOOGL,295.23
GOOGL,294.05
GOOGL,293.16
GOOGL,292.8
GOOGL,293.42
GOOGL,293.82
GOOGL,294.8
GOOGL,296.05
GOOGL,295.55
GOOGL,298.16
GOOGL,296.87
GOOGL,299.18
GOOGL,297.27
GOOGL,298.51
GOOGL,299.64
GOOGL,300.86
GOOGL,306.15
GOOGL,309.55
GOOGL,311.75
GOOGL,310.01
GOOGL,311.68
GOOGL,310.3
GOOGL,313.69
GOOGL,312.31
GOOGL,304.43
GOOGL,297.35
GOOGL,301.31
GOOGL,300.86
GOOGL,295.54
GOOGL,293.84
GOOGL,295.22
GOOGL,290.29
GOOGL,294.1
GOOGL,290.5
GOOGL,291.78
GOOGL,275.28
GOOGL,270.27
GOOGL,271.48
GOOGL,271.32
GOOGL,267.41
GOOGL,265.24
GOOGL,266.78
GOOGL,265.83
GOOGL,270.68
GOOGL,263.65
GOOGL,265.91
GOOGL,267.0
GOOGL,268.49
GOOGL,267.49
GOOGL,268.47
GOOGL,266.83
GOOGL,270.92
GOOGL,269.37
GOOGL,271.88
GOOGL,270.65
GOOGL,271.67
GOOGL,267.8
GOOGL,266.0
GOOGL,263.48
GOOGL,263.66
GOOGL,266.61
GOOGL,270.8
GOOGL,272.93
GOOGL,277.57
GOOGL,282.39
GOOGL,281.52
GOOGL,280.38
GOOGL,288.51
GOOGL,290.86
GOOGL,290.06
GOOGL,281.87
GOOGL,282.88
GOOGL,283.06
GOOGL,283.48
GOOGL,280.28
GOOGL,279.03
GOOGL,274.77
GOOGL,278.94
GOOGL,281.72
GOOGL,281.63
GOOGL,281.51
GOOGL,283.64
GOOGL,283.84
GOOGL,285.79
GOOGL,284.39
GOOGL,282.05
GOOGL,284.03
GOOGL,283.39
GOOGL,286.65
GOOGL,293.68
GOOGL,294.79
GOOGL,297.95
GOOGL,275.35
GOOGL,275.33
GOOGL,277.8
GOOGL,277.43
GOOGL,273.8
GOOGL,272.77
GOOGL,266.09
GOOGL,264.8
GOOGL,264.86
GOOGL,266.27
